event_id,event_type_id,event_name,time,country,currency,impact,actual,forecast,previous
392129,795,Slovak Industrial Production (YoY) (Jul),2019-09-10 07:00:00,Slovakia,EUR,Low Volatility Expected,2.8%,0.5%,-1.9%
392127,1220,Core CPI (YoY) (Aug),2019-09-10 07:00:00,Hungary,HUF,Low Volatility Expected,3.7%,3.8%,3.7%
392128,450,CPI (YoY) (Aug),2019-09-10 07:00:00,Hungary,HUF,Low Volatility Expected,3.1%,3.2%,3.3%
393265,425,CPI (YoY) (Aug),2019-09-10 07:30:00,Sweden,SEK,Moderate Volatility Expected,1.4%,1.7%,1.7%
393267,1185,CPI (MoM) (Aug),2019-09-10 07:30:00,Sweden,SEK,Moderate Volatility Expected,-0.4%,,0.4%
393266,1213,CPIF (CPI at constant interest rates) (MoM) (Aug),2019-09-10 07:30:00,Sweden,SEK,Low Volatility Expected,-0.4%,,0.4%
393268,1214,CPIF (CPI at constant interest rates) (YoY) (Aug),2019-09-10 07:30:00,Sweden,SEK,Low Volatility Expected,1.3%,1.5%,1.5%
392131,180,Italian Industrial Production (MoM) (Jul),2019-09-10 08:00:00,Italy,EUR,Low Volatility Expected,-0.7%,-0.1%,-0.3%
392132,951,Italian Industrial Production (YoY) (Jul),2019-09-10 08:00:00,Italy,EUR,Low Volatility Expected,-0.7%,0.3%,-1.2%
393060,777,Retail Sales (YoY) (Jul),2019-09-10 08:00:00,Indonesia,IDR,Low Volatility Expected,2.4%,,-1.8%
388436,1505,Norges Bank regional network Survey,2019-09-10 08:00:00,Norway,NOK,Low Volatility Expected,1.35,,1.57
392136,1031,Average Earnings ex Bonus (Jul),2019-09-10 08:30:00,United Kingdom,GBP,Low Volatility Expected,3.8%,3.8%,3.9%
392135,7,Average Earnings Index +Bonus (Jul),2019-09-10 08:30:00,United Kingdom,GBP,High Volatility Expected,4.0%,3.7%,3.8%
392137,39,Claimant Count Change (Aug),2019-09-10 08:30:00,United Kingdom,GBP,High Volatility Expected,28.2K,29.3K,19.8K
392133,1743,Employment Change 3M/3M (MoM) (Jul),2019-09-10 08:30:00,United Kingdom,GBP,Moderate Volatility Expected,31K,53K,115K
392134,297,Unemployment Rate (Jul),2019-09-10 08:30:00,United Kingdom,GBP,Moderate Volatility Expected,3.8%,3.9%,3.9%
394586,1871,Philippines Foreign Direct Investment (USD),2019-09-10 08:30:00,Philippines,PHP,Low Volatility Expected,0.43B,,0.24B
393058,703,Spanish 12-Month Letras Auction,2019-09-10 08:40:00,Spain,EUR,Low Volatility Expected,-0.521%,,-0.505%
393057,702,Spanish 6-Month Letras Auction,2019-09-10 08:40:00,Spain,EUR,Low Volatility Expected,-0.563%,,-0.534%
392139,622,Greek CPI (YoY) (Aug),2019-09-10 09:00:00,Greece,EUR,Low Volatility Expected,-0.2%,,-1.5%
392138,1558,Greek HICP (YoY) (Aug),2019-09-10 09:00:00,Greece,EUR,Low Volatility Expected,0.1%,,0.4%
392141,537,NFIB Small Business Optimism (Aug),2019-09-10 10:00:00,United States,USD,Low Volatility Expected,103.1,,104.7
392140,1377,Latvian Trade Balance (Jul),2019-09-10 10:00:00,Latvia,EUR,Low Volatility Expected,-340.3M,,-225.9M
392062,1206,CPI (YoY) (Aug),2019-09-10 10:30:00,Mauritius,MUR,Low Volatility Expected,1.80%,,0.80%
392142,1306,Manufacturing Production (MoM) (Jul),2019-09-10 11:00:00,South Africa,ZAR,Low Volatility Expected,0.4%,1.2%,-1.5%
393256,1219,Core CPI (YoY) (Aug),2019-09-10 12:00:00,Egypt,EGP,Low Volatility Expected,4.90%,,5.90%
393252,1198,CPI (YoY) (Aug),2019-09-10 12:00:00,Egypt,EGP,Low Volatility Expected,7.50%,,8.70%
392144,150,Housing Starts (Aug),2019-09-10 12:15:00,Canada,CAD,Moderate Volatility Expected,226.6K,215.0K,222.5K
392145,24,Building Permits (MoM) (Jul),2019-09-10 12:30:00,Canada,CAD,Moderate Volatility Expected,3.0%,2.3%,-3.1%
392951,911,Redbook (YoY),2019-09-10 12:55:00,United States,USD,Low Volatility Expected,6.4%,,6.5%
392952,655,Redbook (MoM),2019-09-10 12:55:00,United States,USD,Low Volatility Expected,-0.4%,,-1.0%
392146,1057,JOLTs Job Openings (Jul),2019-09-10 14:00:00,United States,USD,High Volatility Expected,7.217M,7.311M,7.248M
393007,680,52-Week Bill Auction,2019-09-10 15:30:00,United States,USD,Low Volatility Expected,1.740%,,1.800%
393008,681,3-Year Note Auction,2019-09-10 17:00:00,United States,USD,Low Volatility Expected,1.573%,,1.562%
393061,656,API Weekly Crude Oil Stock,2019-09-10 20:30:00,United States,USD,Moderate Volatility Expected,-7.200M,,0.401M
392149,1449,External Migration & Visitors (Jul),2019-09-10 22:45:00,New Zealand,NZD,Low Volatility Expected,2.00%,,0.60%
392148,1500,Permanent/Long-Term Migration (Jul),2019-09-10 22:45:00,New Zealand,NZD,Low Volatility Expected,"5,100",,"3,990"
392159,469,Unemployment Rate (Aug),2019-09-10 23:00:00,South Korea,KRW,Low Volatility Expected,3.1%,,4.0%
392150,21,BSI Large Manufacturing Conditions (Q3),2019-09-10 23:50:00,Japan,JPY,Moderate Volatility Expected,-0.2,,-10.4
392965,304,Visitor Arrivals (MoM),2019-09-10 23:50:00,New Zealand,NZD,Low Volatility Expected,1.3%,,-0.1%
392151,364,Westpac Consumer Sentiment (Sep),2019-09-11 00:30:00,Australia,AUD,Moderate Volatility Expected,-1.7%,,3.6%
392152,508,Industrial Production (YoY) (Jul),2019-09-11 04:00:00,Malaysia,MYR,Low Volatility Expected,1.2%,,3.9%
392153,403,Spanish Industrial Production (YoY) (Jul),2019-09-11 07:00:00,Spain,EUR,Low Volatility Expected,0.8%,1.5%,1.6%
392130,1212,CPI (YoY) (Aug),2019-09-11 07:00:00,Romania,RON,Low Volatility Expected,3.9%,3.8%,4.1%
393080,463,M2 Money Stock (YoY),2019-09-11 09:00:00,China,CNY,Low Volatility Expected,8.2%,8.2%,8.1%
393078,1060,New Loans,2019-09-11 09:00:00,China,CNY,Moderate Volatility Expected,"1,210.0B",,"1,060.0B"
393079,1081,Outstanding Loan Growth (YoY),2019-09-11 09:00:00,China,CNY,Low Volatility Expected,12.4%,,12.6%
394980,1919,Chinese Total Social Financing,2019-09-11 09:00:00,China,CNY,Low Volatility Expected,"1,980.0B",,"1,010.0B"
392791,1410,Business Confidence (Aug),2019-09-11 09:30:00,South Africa,ZAR,Low Volatility Expected,89.1,,92.0
393067,697,Italian 12-Month BOT Auction,2019-09-11 09:45:00,Italy,EUR,Low Volatility Expected,-0.226%,,0.107%
393319,881,Exports (USD) (Aug),2019-09-11 10:00:00,Israel,ILS,Low Volatility Expected,"4,366.6M",,"4,295.8M"
393320,882,Imports (USD) (Aug),2019-09-11 10:00:00,Israel,ILS,Low Volatility Expected,"6,080.1M",,"7,233.1M"
393321,593,Trade Balance (Aug),2019-09-11 10:00:00,Israel,ILS,Low Volatility Expected,"-1,713.5M",,"-3,033.2M"
393307,619,Portuguese CPI (MoM) (Aug),2019-09-11 10:00:00,Portugal,EUR,Low Volatility Expected,-0.1%,,-1.3%
393308,863,Portuguese CPI (YoY) (Aug),2019-09-11 10:00:00,Portugal,EUR,Low Volatility Expected,-0.1%,,-0.3%
392934,1042,MBA 30-Year Mortgage Rate,2019-09-11 11:00:00,United States,USD,Low Volatility Expected,3.82%,,3.87%
392935,380,MBA Mortgage Applications (WoW),2019-09-11 11:00:00,United States,USD,Low Volatility Expected,2.0%,,-3.1%
392932,1494,MBA Purchase Index,2019-09-11 11:00:00,United States,USD,Low Volatility Expected,253.5,,242.6
392931,1427,Mortgage Market Index,2019-09-11 11:00:00,United States,USD,Low Volatility Expected,569.8,,558.5
392933,1428,Mortgage Refinance Index,2019-09-11 11:00:00,United States,USD,Low Volatility Expected,"2,377.5",,"2,367.2"
378303,1673,OPEC Monthly Report,2019-09-11 11:00:00,United States,USD,Moderate Volatility Expected,,,
392162,1148,Industrial Production (MoM) (Jul),2019-09-11 11:00:00,Mexico,MXN,Low Volatility Expected,-0.4%,,1.1%
392161,420,Industrial Production (YoY) (Jul),2019-09-11 11:00:00,Mexico,MXN,Low Volatility Expected,-1.7%,-1.8%,-2.9%
393324,756,M3 Money Supply,2019-09-11 11:30:00,India,INR,Low Volatility Expected,9.9%,,10.2%
392163,416,Retail Sales (YoY) (Jul),2019-09-11 12:00:00,Brazil,BRL,Moderate Volatility Expected,4.3%,2.0%,-0.3%
392164,861,Retail Sales (MoM) (Jul),2019-09-11 12:00:00,Brazil,BRL,Moderate Volatility Expected,1.0%,-0.1%,0.1%
392165,735,Core PPI (YoY) (Aug),2019-09-11 12:30:00,United States,USD,Low Volatility Expected,2.3%,2.2%,2.1%
392168,62,Core PPI (MoM) (Aug),2019-09-11 12:30:00,United States,USD,Moderate Volatility Expected,0.3%,0.2%,-0.1%
392167,734,PPI (YoY) (Aug),2019-09-11 12:30:00,United States,USD,Low Volatility Expected,1.8%,1.7%,1.7%
392166,238,PPI (MoM) (Aug),2019-09-11 12:30:00,United States,USD,High Volatility Expected,0.1%,0.1%,0.2%
392169,376,Capacity Utilization Rate (Q2),2019-09-11 12:30:00,Canada,CAD,Low Volatility Expected,83.3%,81.8%,81.1%
392172,550,Trade Balance (Jul),2019-09-11 13:00:00,Russia,RUB,Low Volatility Expected,11.22B,11.00B,12.51B
392967,305,Wholesale Inventories (MoM),2019-09-11 14:00:00,United States,USD,Low Volatility Expected,0.2%,0.2%,0.0%
392174,1765,Wholesale Trade Sales (MoM) (Jul),2019-09-11 14:00:00,United States,USD,Low Volatility Expected,0.3%,0.2%,-0.3%
392968,75,Crude Oil Inventories,2019-09-11 14:30:00,United States,USD,High Volatility Expected,-6.912M,-2.686M,-4.771M
393075,1658,Crude Oil Imports,2019-09-11 14:30:00,United States,USD,Low Volatility Expected,-0.413M,,0.934M
393009,1657,Cushing Crude Oil Inventories,2019-09-11 14:30:00,United States,USD,Moderate Volatility Expected,-0.798M,,-0.230M
393077,1660,Distillate Fuel Production,2019-09-11 14:30:00,United States,USD,Low Volatility Expected,0.187M,,-0.039M
393011,917,EIA Weekly Distillates Stocks,2019-09-11 14:30:00,United States,USD,Low Volatility Expected,2.704M,0.072M,-2.538M
393076,1661,Gasoline Production,2019-09-11 14:30:00,United States,USD,Low Volatility Expected,0.088M,,-0.388M
393074,1659,Heating Oil Stockpiles,2019-09-11 14:30:00,United States,USD,Low Volatility Expected,0.285M,,0.684M
393010,485,Gasoline Inventories,2019-09-11 14:30:00,United States,USD,Low Volatility Expected,-0.682M,-0.847M,-2.396M
392177,1879,Thomson Reuters IPSOS PCSI (Sep),2019-09-11 15:00:00,United States,USD,Low Volatility Expected,58.94,,60.59
392176,1882,Brazil Thomson Reuters IPSOS PCSI (Sep),2019-09-11 15:00:00,Brazil,BRL,Low Volatility Expected,47.08,,49.11
392961,764,Foreign Exchange Flows,2019-09-11 15:30:00,Brazil,BRL,Low Volatility Expected,-1.591B,,-4.317B
392969,571,10-Year Note Auction,2019-09-11 17:00:00,United States,USD,Moderate Volatility Expected,1.739%,,1.670%
392178,110,FPI (MoM) (Aug),2019-09-11 22:45:00,New Zealand,NZD,Low Volatility Expected,0.7%,,1.1%
392415,1509,Reuters Tankan Index (Sep),2019-09-11 23:00:00,Japan,JPY,Low Volatility Expected,-7,,-4
392179,264,RICS House Price Balance (Aug),2019-09-11 23:01:00,United Kingdom,GBP,Moderate Volatility Expected,-4%,-10%,-9%
392183,60,Core Machinery Orders (MoM) (Jul),2019-09-11 23:50:00,Japan,JPY,Low Volatility Expected,-6.6%,-9.0%,13.9%
392180,1003,Core Machinery Orders (YoY) (Jul),2019-09-11 23:50:00,Japan,JPY,Low Volatility Expected,0.3%,-4.5%,12.5%
392982,987,Foreign Bonds Buying,2019-09-11 23:50:00,Japan,JPY,Low Volatility Expected,724.4B,,"1,495.7B"
392983,1451,Foreign Investments in Japanese Stocks,2019-09-11 23:50:00,Japan,JPY,Low Volatility Expected,-161.3B,,-89.5B
392181,990,PPI (MoM) (Aug),2019-09-11 23:50:00,Japan,JPY,Low Volatility Expected,-0.3%,-0.2%,0.0%
392182,35,PPI (YoY) (Aug),2019-09-11 23:50:00,Japan,JPY,Low Volatility Expected,-0.9%,-0.8%,-0.6%
372,,South Korea - Chusok - Full Moon Festival,2019-09-12 00:00:00,South Korea,KRW,Holiday,,,
392631,365,MI Inflation Expectations,2019-09-12 01:00:00,Australia,AUD,Low Volatility Expected,3.1%,,3.5%
390839,509,Unemployment Rate (Q3),2019-09-12 02:30:00,Singapore,SGD,Low Volatility Expected,2.2%,,2.2%
392184,610,Dutch Trade Balance (Jul),2019-09-12 04:30:00,Netherlands,EUR,Low Volatility Expected,4.13B,,4.78B
392971,282,Tertiary Industry Activity Index (MoM),2019-09-12 04:30:00,Japan,JPY,Moderate Volatility Expected,0.1%,-0.3%,-0.1%
393338,1311,Unemployment Rate (Aug),2019-09-12 05:00:00,Sweden,SEK,Low Volatility Expected,7.0%,,6.9%
392185,513,Retail Sales (YoY) (Jul),2019-09-12 05:00:00,Singapore,SGD,Low Volatility Expected,-1.8%,,-8.9%
392186,1079,Retail Sales (MoM) (Jul),2019-09-12 05:00:00,Singapore,SGD,Low Volatility Expected,2.6%,,-2.2%
392191,737,German CPI (YoY) (Aug),2019-09-12 06:00:00,Germany,EUR,Low Volatility Expected,1.4%,1.4%,1.7%
392188,128,German CPI (MoM) (Aug),2019-09-12 06:00:00,Germany,EUR,Moderate Volatility Expected,-0.2%,-0.2%,0.5%
392190,1556,German HICP (YoY) (Aug),2019-09-12 06:00:00,Germany,EUR,Low Volatility Expected,1.0%,1.0%,1.1%
392189,1555,German HICP (MoM) (Aug),2019-09-12 06:00:00,Germany,EUR,Low Volatility Expected,-0.1%,-0.1%,0.4%
392192,1266,Industrial Production (MoM) (Jul),2019-09-12 06:00:00,Romania,RON,Low Volatility Expected,-3.3%,,-1.0%
392193,960,PPI (YoY) (Aug),2019-09-12 06:30:00,Switzerland,CHF,Low Volatility Expected,-1.9%,,-1.7%
392194,240,PPI (MoM) (Aug),2019-09-12 06:30:00,Switzerland,CHF,Moderate Volatility Expected,-0.2%,-0.2%,-0.1%
393068,1759,French CPI (YoY),2019-09-12 06:45:00,France,EUR,Low Volatility Expected,1.0%,1.1%,1.1%
392195,112,French CPI (MoM) (Aug),2019-09-12 06:45:00,France,EUR,Moderate Volatility Expected,0.5%,0.5%,-0.2%
392197,940,French HICP (MoM) (Aug),2019-09-12 06:45:00,France,EUR,Moderate Volatility Expected,0.5%,0.5%,-0.2%
392196,941,French HICP (YoY) (Aug),2019-09-12 06:45:00,France,EUR,Low Volatility Expected,1.3%,1.2%,1.3%
392966,588,FDI (Aug),2019-09-12 07:00:00,China,CNY,Low Volatility Expected,6.90%,,7.30%
392572,1106,Interest Rate,2019-09-12 07:00:00,Malaysia,MYR,Moderate Volatility Expected,3.00%,3.00%,3.00%
392198,675,Industrial Output (YoY) (Jul),2019-09-12 07:00:00,Hungary,HUF,Low Volatility Expected,12.0%,,12.0%
392972,183,Italian Quarterly Unemployment Rate,2019-09-12 08:00:00,Italy,EUR,Low Volatility Expected,9.9%,,10.3%
392200,1529,Greek Quarterly Unemployment Rate (Q2),2019-09-12 09:00:00,Greece,EUR,Low Volatility Expected,16.9%,,19.2%
392202,160,Industrial Production (MoM) (Jul),2019-09-12 09:00:00,Euro Zone,EUR,Moderate Volatility Expected,-0.4%,-0.1%,-1.4%
392201,931,Industrial Production (YoY) (Jul),2019-09-12 09:00:00,Euro Zone,EUR,Low Volatility Expected,-2.0%,-1.3%,-2.4%
392203,1471,Gold Production (YoY) (Jul),2019-09-12 09:30:00,South Africa,ZAR,Low Volatility Expected,-13.1%,,-16.0%
392204,1496,Mining Production (Jul),2019-09-12 09:30:00,South Africa,ZAR,Low Volatility Expected,2.4%,4.2%,-4.1%
392211,1936,Thomson Reuters IPSOS PCSI (Sep),2019-09-12 10:00:00,United Kingdom,GBP,Low Volatility Expected,48.1,,48.3
392212,1925,Italy Thomson Reuters IPSOS PCSI (Sep),2019-09-12 10:00:00,Italy,EUR,Low Volatility Expected,40.56,,42.97
392209,1894,Germany Thomson Reuters IPSOS PCSI (Sep),2019-09-12 10:00:00,Germany,EUR,Low Volatility Expected,54.56,,54.17
392210,1929,France Thomson Reuters IPSOS PCSI (Sep),2019-09-12 10:00:00,France,EUR,Low Volatility Expected,44.51,,45.21
392205,779,Irish CPI (MoM) (Aug),2019-09-12 10:00:00,Ireland,EUR,Low Volatility Expected,0.5%,,-0.2%
392206,1172,Irish CPI (YoY) (Aug),2019-09-12 10:00:00,Ireland,EUR,Low Volatility Expected,0.7%,,0.5%
392208,1564,Irish HICP (YoY) (Aug),2019-09-12 10:00:00,Ireland,EUR,Low Volatility Expected,0.6%,,0.5%
392207,1563,Irish HICP (MoM) (Aug),2019-09-12 10:00:00,Ireland,EUR,Low Volatility Expected,0.4%,,-0.2%
393364,1422,Greek Credit Expansion (YoY) (Jul),2019-09-12 10:00:00,Greece,EUR,Low Volatility Expected,-0.4%,,0.1%
392213,1885,Russia Thomon Reuters IPSOS PCSI (Sep),2019-09-12 10:00:00,Russia,RUB,Low Volatility Expected,39.88,,41.99
392214,1906,Turkey Thomson Reuters IPSOS PCSI (Sep),2019-09-12 10:00:00,Turkey,TRY,Low Volatility Expected,34.4,,40.0
393069,698,Italian 3-Year BTP Auction,2019-09-12 10:45:00,Italy,EUR,Low Volatility Expected,-0.01%,,0.49%
393070,584,Italian 30-Year BTP Auction,2019-09-12 10:45:00,Italy,EUR,Low Volatility Expected,2.060%,,3.650%
393071,1143,Italian 7-Year BTP Auction,2019-09-12 10:45:00,Italy,EUR,Low Volatility Expected,0.56%,,1.24%
392217,409,One-Week Repo Rate (Sep),2019-09-12 11:00:00,Turkey,TRY,High Volatility Expected,16.50%,17.25%,19.75%
392215,1068,Overnight Borrowing Rate (Sep),2019-09-12 11:00:00,Turkey,TRY,High Volatility Expected,15.00%,,18.25%
392216,1067,Overnight Lending Rate (Sep),2019-09-12 11:00:00,Turkey,TRY,Moderate Volatility Expected,18.00%,,21.25%
392225,1655,Deposit Facility Rate (Sep),2019-09-12 11:45:00,Euro Zone,EUR,High Volatility Expected,-0.50%,-0.50%,-0.40%
393027,1744,ECB Marginal Lending Facility,2019-09-12 11:45:00,Euro Zone,EUR,High Volatility Expected,0.25%,,0.25%
392974,1845,ECB Monetary Policy Statement,2019-09-12 11:45:00,Euro Zone,EUR,High Volatility Expected,,,
392224,164,ECB Interest Rate Decision (Sep),2019-09-12 11:45:00,Euro Zone,EUR,High Volatility Expected,0.00%,0.00%,0.00%
392228,973,CPI (YoY) (Aug),2019-09-12 12:00:00,India,INR,Moderate Volatility Expected,3.21%,3.30%,3.15%
392231,1443,Cumulative Industrial Production (Jul),2019-09-12 12:00:00,India,INR,Low Volatility Expected,3.30%,,3.60%
392226,435,Industrial Production (YoY) (Jul),2019-09-12 12:00:00,India,INR,Low Volatility Expected,4.3%,2.3%,1.2%
392227,755,Manufacturing Output (MoM) (Jul),2019-09-12 12:00:00,India,INR,Low Volatility Expected,4.2%,,0.2%
392229,1880,Brazilian Service Sector Growth (MoM) (Jul),2019-09-12 12:00:00,Brazil,BRL,Low Volatility Expected,0.8%,-0.4%,-1.0%
392230,1881,Brazilian Service Sector Growth (YoY) (Jul),2019-09-12 12:00:00,Brazil,BRL,Low Volatility Expected,1.8%,0.2%,-3.6%
393029,522,Continuing Jobless Claims,2019-09-12 12:30:00,United States,USD,Low Volatility Expected,"1,670K","1,690K","1,674K"
392239,56,Core CPI (MoM) (Aug),2019-09-12 12:30:00,United States,USD,High Volatility Expected,0.3%,0.2%,0.3%
392238,736,Core CPI (YoY) (Aug),2019-09-12 12:30:00,United States,USD,Moderate Volatility Expected,2.4%,2.3%,2.2%
392242,1226,Core CPI Index (Aug),2019-09-12 12:30:00,United States,USD,Low Volatility Expected,264.25,,263.57
392240,733,CPI (YoY) (Aug),2019-09-12 12:30:00,United States,USD,Low Volatility Expected,1.7%,1.8%,1.8%
392237,69,CPI (MoM) (Aug),2019-09-12 12:30:00,United States,USD,Moderate Volatility Expected,0.1%,0.1%,0.3%
392241,1549,"CPI Index, n.s.a. (Aug)",2019-09-12 12:30:00,United States,USD,Low Volatility Expected,256.56,256.58,256.57
392244,1889,"CPI Index, s.a (Aug)",2019-09-12 12:30:00,United States,USD,Low Volatility Expected,256.30,,256.16
392243,1888,"CPI, n.s.a (MoM) (Aug)",2019-09-12 12:30:00,United States,USD,Low Volatility Expected,-0.01%,,0.17%
392976,294,Initial Jobless Claims,2019-09-12 12:30:00,United States,USD,High Volatility Expected,204K,215K,219K
393050,1041,Jobless Claims 4-Week Avg.,2019-09-12 12:30:00,United States,USD,Low Volatility Expected,212.50K,,216.75K
392236,890,Real Earnings (MoM) (Aug),2019-09-12 12:30:00,United States,USD,Low Volatility Expected,0.6%,,-0.3%
392235,223,New Housing Price Index (MoM) (Jul),2019-09-12 12:30:00,Canada,CAD,Moderate Volatility Expected,-0.1%,,-0.1%
393028,565,ECB President Draghi Speaks,2019-09-12 12:30:00,Euro Zone,EUR,High Volatility Expected,,,
392975,396,ECB Press Conference,2019-09-12 12:30:00,Euro Zone,EUR,High Volatility Expected,,,
393059,969,Central Bank reserves (USD),2019-09-12 13:00:00,Russia,RUB,Moderate Volatility Expected,532.7B,,530.5B
392977,386,Natural Gas Storage,2019-09-12 14:30:00,United States,USD,Low Volatility Expected,78B,82B,84B
392253,887,Cleveland CPI (MoM) (Aug),2019-09-12 15:00:00,United States,USD,Low Volatility Expected,0.2%,,0.3%
393030,567,4-Week Bill Auction,2019-09-12 15:30:00,United States,USD,Low Volatility Expected,1.940%,,2.025%
393031,1801,8-Week Bill Auction,2019-09-12 15:30:00,United States,USD,Low Volatility Expected,1.920%,,1.960%
376709,1764,WASDE Report,2019-09-12 16:00:00,United States,USD,Moderate Volatility Expected,,,
392978,572,30-Year Bond Auction,2019-09-12 17:00:00,United States,USD,Low Volatility Expected,2.270%,,2.335%
392255,369,Federal Budget Balance (Aug),2019-09-12 18:00:00,United States,USD,Moderate Volatility Expected,-200.0B,-195.0B,-120.0B
392260,436,CPI (MoM) (Aug),2019-09-12 19:00:00,Argentina,ARS,Moderate Volatility Expected,3.9%,4.2%,2.1%
392276,517,Interest Rate Decision (Sep),2019-09-12 21:00:00,Peru,PEN,Low Volatility Expected,2.50%,2.25%,2.50%
392277,338,Business NZ PMI (Aug),2019-09-12 22:30:00,New Zealand,NZD,Moderate Volatility Expected,48.4,,48.2
748,,Sri Lanka - Binara Full Moon Poya Day,2019-09-13 00:00:00,Sri Lanka,LKR,Holiday,,,
279,,Taiwan - Mid-Autumn Festival,2019-09-13 00:00:00,Taiwan,TWD,Holiday,,,
372,,South Korea - Chusok - Full Moon Festival,2019-09-13 00:00:00,South Korea,KRW,Holiday,,,
279,,China - Mid-Autumn Festival,2019-09-13 00:00:00,China,CNY,Holiday,,,
392284,1910,Thomson Reuters IPSOS PCSI (Sep),2019-09-13 02:00:00,Japan,JPY,Low Volatility Expected,40.25,,39.44
392283,1915,China Thomson Reuters IPSOS PCSI (Sep),2019-09-13 02:00:00,China,CNY,Low Volatility Expected,68.54,,71.26
393433,548,Unemployment Rate,2019-09-13 04:00:00,Malaysia,MYR,Low Volatility Expected,3.3%,,3.4%
392286,608,Dutch Retail Sales (YoY) (Jul),2019-09-13 04:30:00,Netherlands,EUR,Low Volatility Expected,5.2%,,0.2%
392285,989,Capacity Utilization (MoM) (Jul),2019-09-13 04:30:00,Japan,JPY,Low Volatility Expected,1.1%,,-2.6%
392287,159,Industrial Production (MoM) (Jul),2019-09-13 04:30:00,Japan,JPY,Moderate Volatility Expected,1.3%,1.3%,-3.3%
392288,631,Finnish CPI (YoY) (Aug),2019-09-13 05:00:00,Finland,EUR,Low Volatility Expected,1.1%,,0.8%
392290,1154,Finnish GDP (YoY) (Jul),2019-09-13 05:00:00,Finland,EUR,Low Volatility Expected,1.7%,,2.2%
393023,143,German WPI (MoM) (Aug),2019-09-13 06:00:00,Germany,EUR,Low Volatility Expected,-0.8%,,-0.3%
393024,1171,German WPI (YoY) (Aug),2019-09-13 06:00:00,Germany,EUR,Low Volatility Expected,-1.1%,,-0.1%
395018,1196,CPI (YoY),2019-09-13 06:15:00,Botswana,BWP,Low Volatility Expected,2.9%,,2.9%
392300,401,Spanish CPI (MoM) (Aug),2019-09-13 07:00:00,Spain,EUR,Low Volatility Expected,-0.1%,-0.1%,-0.6%
392292,961,Spanish CPI (YoY) (Aug),2019-09-13 07:00:00,Spain,EUR,Moderate Volatility Expected,0.3%,0.3%,0.5%
392293,967,Spanish HICP (MoM) (Aug),2019-09-13 07:00:00,Spain,EUR,Low Volatility Expected,-0.1%,-0.1%,-1.1%
392294,968,Spanish HICP (YoY) (Aug),2019-09-13 07:00:00,Spain,EUR,Moderate Volatility Expected,0.4%,0.4%,0.6%
392299,1240,Current Account (USD) (Jul),2019-09-13 07:00:00,Turkey,TRY,Low Volatility Expected,1.16B,1.24B,-0.55B
392282,618,Industrial Production (YoY) (Jul),2019-09-13 07:00:00,Turkey,TRY,Low Volatility Expected,-1.2%,,-3.6%
392297,1574,Slovak Core CPI (YoY) (Aug),2019-09-13 07:00:00,Slovakia,EUR,Low Volatility Expected,2.4%,2.5%,2.5%
392298,1573,Slovak Core CPI (MoM) (Aug),2019-09-13 07:00:00,Slovakia,EUR,Low Volatility Expected,0.1%,0.3%,0.1%
392296,1181,Slovak CPI (YoY) (Aug),2019-09-13 07:00:00,Slovakia,EUR,Low Volatility Expected,2.8%,2.9%,2.9%
392295,793,Slovak CPI (MoM) (Aug),2019-09-13 07:00:00,Slovakia,EUR,Low Volatility Expected,0.2%,0.2%,0.1%
393423,1186,GDP (YoY),2019-09-13 07:30:00,Sweden,SEK,Moderate Volatility Expected,1.0%,1.4%,2.1%
393422,426,GDP (QoQ),2019-09-13 07:30:00,Sweden,SEK,Moderate Volatility Expected,0.1%,-0.1%,0.5%
393150,1399,Currency Swaps (USD),2019-09-13 07:30:00,Thailand,THB,Low Volatility Expected,31.9B,,32.3B
393152,1326,Foreign Reserves (USD),2019-09-13 07:30:00,Thailand,THB,Low Volatility Expected,220.9B,,220.2B
393274,445,CPI (YoY) (Sep),2019-09-13 08:00:00,Poland,PLN,Moderate Volatility Expected,2.8%,2.8%,2.9%
393273,873,CPI (MoM) (Sep),2019-09-13 08:00:00,Poland,PLN,Moderate Volatility Expected,0.0%,0.0%,0.0%
392301,1243,Current Account (Jul),2019-09-13 08:00:00,Czech Republic,CZK,Low Volatility Expected,-26.960B,-11.100B,-3.400B
392306,1577,Wages in euro zone (YoY) (Q2),2019-09-13 09:00:00,Euro Zone,EUR,Moderate Volatility Expected,2.70%,,2.70%
392305,187,Labor Cost Index (YoY) (Q2),2019-09-13 09:00:00,Euro Zone,EUR,Low Volatility Expected,2.70%,,2.50%
392304,287,Trade Balance (Jul),2019-09-13 09:00:00,Euro Zone,EUR,Moderate Volatility Expected,24.8B,17.4B,20.6B
392898,1626,Irish GDP (QoQ) (Q2),2019-09-13 10:00:00,Ireland,EUR,Low Volatility Expected,0.7%,,2.7%
392899,448,Irish GDP (YoY) (Q2),2019-09-13 10:00:00,Ireland,EUR,Low Volatility Expected,5.8%,,7.4%
392900,1627,Irish GNP (QoQ) (Q2),2019-09-13 10:00:00,Ireland,EUR,Low Volatility Expected,-2.8%,,2.4%
392901,1480,Irish GNP (YoY) (Q2),2019-09-13 10:00:00,Ireland,EUR,Low Volatility Expected,0.3%,,6.0%
394897,1648,EU Finance Ministers Meeting,2019-09-13 10:00:00,Euro Zone,EUR,Moderate Volatility Expected,,,
